normal | train | G:\Ai-CDD\data\raw\dataset\train\NORMAL\normal_00002.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00090.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00091.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00092.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00093.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00094.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00095.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00096.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00097.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00098.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00099.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00100.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00101.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00102.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00103.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00104.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00105.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00106.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00107.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00108.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00109.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00110.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00111.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00112.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00113.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00114.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00115.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00116.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00117.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00118.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00119.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00120.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00121.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00122.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00123.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00124.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00125.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00126.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00127.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00128.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00129.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00130.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00131.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00132.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00133.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00134.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00135.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00136.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00137.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00138.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00139.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00140.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00141.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00142.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00143.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00144.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00145.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00146.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00147.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00148.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00149.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00150.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00151.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00152.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00153.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00154.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00155.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00156.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00157.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00158.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00159.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00160.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00161.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00162.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00163.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00164.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00165.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00166.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00167.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00168.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00169.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00170.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00171.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00172.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00173.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00174.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00175.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00176.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00177.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00178.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00179.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00180.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00181.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00182.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00183.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00184.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00185.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00186.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00187.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00188.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00189.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00190.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00191.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00192.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00193.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00194.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00195.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00196.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00197.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00198.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00199.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00200.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00201.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00202.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00203.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00204.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00205.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00206.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00207.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00208.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00209.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00210.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00211.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00212.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00213.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00214.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00215.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00216.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00217.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00218.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00219.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00220.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00221.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00222.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00223.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00224.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00225.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00226.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00227.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00228.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00229.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00230.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00231.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00232.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00233.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00234.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00235.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00236.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00237.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00238.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00239.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00240.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00241.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00242.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00243.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00244.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00245.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00246.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00247.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00248.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00249.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00250.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00251.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00252.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00253.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00254.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00255.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00256.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00257.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00258.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00259.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00260.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00261.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00262.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00263.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00264.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00265.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00266.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00267.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00268.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00269.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00270.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00271.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00272.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00273.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00274.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00275.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00276.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00277.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00278.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00279.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00280.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00281.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00282.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00283.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00284.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00285.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00286.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00287.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00288.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00289.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00290.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00291.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00292.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00293.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00294.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00295.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00296.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00297.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00298.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00299.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00300.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00301.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00302.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00303.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00304.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00305.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00306.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00307.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00308.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00309.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00310.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00311.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00312.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00313.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00314.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00315.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00316.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00317.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00318.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00319.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00320.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00321.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00322.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00323.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00324.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00325.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00326.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00327.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00328.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00329.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00330.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00331.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00332.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00333.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00334.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00335.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00336.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00337.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00338.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00339.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00340.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00341.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00342.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00343.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00344.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00345.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00346.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00347.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00348.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00349.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00350.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00351.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00352.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00353.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00354.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00355.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00356.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00357.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00358.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00359.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00360.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00361.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00362.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00363.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00364.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00365.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00366.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00367.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00368.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00369.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00370.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00371.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00372.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00373.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00374.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00375.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00376.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00377.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00378.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00379.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00380.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00381.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00382.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00383.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00384.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00385.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00386.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00387.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00388.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00389.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00390.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00391.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00392.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00393.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00394.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00395.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00396.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00397.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00398.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00399.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00400.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00401.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00402.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00403.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00404.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00405.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00406.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00407.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00408.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00409.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00410.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00411.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00412.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00413.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00414.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00415.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00416.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00417.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00418.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00419.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00420.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00421.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00422.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00423.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00424.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00425.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00426.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00427.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00428.png
normal | val | G:\Ai-CDD\data\raw\dataset\val\NORMAL\normal_00429.png
